review_id,source,category,stars,sentiment_label,review_text,review_date
dd04564d-3ead-451f-a907-2e2f9f6e5572,Amazon,Beauty,3,0,"After using it for a week, I okay for the price. The worth was fine.!",2023-08-23
e2ff44ab-b666-421e-9b24-1a4fd55b43f6,Amazon,Apparel,3,0,"In summary, I acceptable. The price was fine. The premium was fine.!!",2024-11-16
b6551bed-2e24-424e-9684-2a9db8489b15,Yelp,Grocery,3,1,"After using it for a week, I as expected. The install was fine..",2023-09-06
9a874484-f19a-4bf3-ac13-896bf27768ed,Newegg,Grocery,3,1,"Overall, I met expectations. The cost was fine..",2024-11-05
ccffb1a9-8629-42bc-b18a-6b88114edeec,BestBuy,Toys & Games,3,1,"To be fair, I met expectations. The late was fine.!",2024-11-20
a492f6b3-4271-4a15-95ee-fc8238c92c64,Amazon,Apparel,3,0,"Honestly, I met expectations. The defect was fine..",2023-09-12
b366eae5-6d3c-471f-961e-f8ee4b90a0d1,Yelp,Beauty,3,0,"To be fair, I as expected. The cheap was fine. The shipping was fine..",2023-10-13
f09c26ff-9b1b-4189-8264-593f535f415c,Yelp,Grocery,3,1,"To be fair, I okay for the price..",2023-02-21
a498c6fb-7aec-4052-989c-32e4a6856037,Newegg,Automotive,1,0,"After a month of use, I very disappointed. The price was bad..",2023-06-20
77b7a045-d317-4c94-9848-a4af1ba7790c,Target,Toys & Games,3,0,"Overall, I decent overall. The shipping was fine. The flimsy was fine..",2024-01-24
8ce0b42b-3fc9-42c3-9518-3d93d50cbf38,Target,Electronics,1,0,"Honestly, I arrived late. The confusing was bad.?",2024-12-14
37f0b4c5-21ef-4e43-b64e-79864ec45ae4,Etsy,Automotive,3,0,"In summary, I decent overall. The cost was fine.!!",2023-08-11
721d61b7-d6fb-4367-82c5-c771e1d91af3,Walmart,Electronics,3,0,"After using it for a week, I as expected. The setup was fine..",2023-02-28
6b561939-24d9-4b8b-a7cf-cd1ed161115d,Walmart,Electronics,2,0,"After a month of use, I terrible experience. The value was bad..",2023-02-28
fa27a8c4-049d-421c-a36e-33c21505a2e7,Amazon,Automotive,1,0,"From my experience, I overpriced. The shipping was bad. The support was bad..",2024-11-22
fc379219-b669-440a-854f-dd96d1fa8c99,Target,Beauty,2,0,"From my experience, I stopped working. The rude was bad. The shipping was bad.!",2024-09-26
c3dd6a06-2387-4325-8eed-12e5bf18f740,Target,Apparel,3,1,"Honestly, I as expected. The durable was fine..",2024-11-16
76a447bb-8d41-4c87-a6fb-9144904ad3ca,Yelp,Books,3,0,"In summary, I works fine. The cheap was fine.!!",2024-04-13
a4195185-2b6f-41c2-ae2e-558da8151dbe,Newegg,Books,3,1,"Overall, I okay for the price..",2024-09-28
6d03a7eb-a4ed-47d8-ace8-2e7924b20afc,Amazon,Pet Supplies,3,0,"From my experience, I okay for the price. The instructions was fine. The service was fine.!!",2023-05-16
588f6de0-48c4-459d-afae-94fb99367e1f,Amazon,Books,5,1,"Honestly, I packed well. The install was great. The help was great..",2024-03-24
e58c9b7b-080e-4d54-923c-9011d79f9ef4,Etsy,Automotive,3,1,"After a month of use, I works fine. The courier was fine.!",2024-11-14
9206f066-c12e-4f73-8142-0224e719b763,BestBuy,Automotive,3,1,"In summary, I okay for the price.!!",2023-04-29
c73ca9d2-f26d-4717-867f-439d996db80b,Etsy,Apparel,2,0,"Honestly, I cheaply made. The install was bad.!!",2024-09-11
2109a4a4-b267-4bcf-9f62-e5912c7dd6c0,Etsy,Beauty,3,0,"After using it for a week, I acceptable. The install was fine. The packaging was fine.!!",2024-06-01
b0f48b6a-431a-4609-95a6-fbe128beb6ca,BestBuy,Grocery,3,1,"Overall, I does what it says.?",2025-04-29
abe7a2f1-3cd1-42c1-a03e-2e4fad1c4a98,Amazon,Sports & Outdoors,3,0,"After a month of use, I does what it says. The arrived was fine..",2024-10-14
9d9c52d0-04fa-419b-9227-ee5966f05394,Yelp,Sports & Outdoors,3,0,"After using it for a week, I decent overall. The value was fine.?",2024-07-28
d6a67218-8997-4885-8413-4a97aa709801,Amazon,Electronics,3,0,"In summary, I okay for the price. The worth was fine.!",2025-05-04
8b6eb1b3-63ed-4553-87f4-325377b57775,Walmart,Books,1,0,"In summary, I cheaply made.?",2023-05-11
66c2d92e-6599-4eca-ab69-8bcfcba7afd7,BestBuy,Electronics,2,0,"Honestly, I not as described. The quality was bad..",2024-11-29
d562d5df-ae62-4984-91b4-ee39e1608f3f,Etsy,Beauty,3,0,"After a month of use, I okay for the price. The help was fine.?",2024-09-27
d611cef1-7538-499c-9e5b-3803ee151bcd,Yelp,Home & Kitchen,4,1,"After a month of use, I solid performance. The service was great..",2025-06-21
4890ba1c-c428-4cd8-8bc9-5b440ecf5965,Amazon,Toys & Games,1,0,"After using it for a week, I poor quality..",2025-03-12
cfe7579c-7308-46e0-a41b-2eeab953dcb7,Newegg,Toys & Games,3,1,"Honestly, I nothing special..",2025-03-17
cd5ea10f-2a83-463a-b8fa-2cd1675a7d9d,Target,Apparel,3,1,"After a month of use, I does what it says..",2023-08-16
1f7f467a-845e-45ac-8fc9-e396f688e73b,Newegg,Beauty,3,0,"Honestly, I decent overall. The expensive was fine..",2023-08-17
3a5a5e8a-21d2-44c5-a6f0-1cb2d981683b,Etsy,Electronics,3,1,"Honestly, I nothing special. The late was fine.!!",2025-06-04
109ab707-350c-4d2d-a5aa-956e8e2b2f50,Newegg,Apparel,2,0,"From my experience, I arrived late. The durable was bad. The responsive was bad.?",2024-11-26
8b44d676-320a-4857-ad7d-2d191f4006eb,BestBuy,Automotive,3,1,"Overall, I does what it says.!!",2023-07-02
65828dfa-ec17-4aa2-a744-498224961e9a,BestBuy,Pet Supplies,2,0,"From my experience, I very disappointed. The delivery was bad.?",2023-12-20
3c4e2129-34fc-4e9a-a1e3-3cd8f93132b2,Target,Books,3,0,"To be fair, I as expected. The delivery was fine..",2023-09-18
8b6a36da-dce0-483a-a639-90ad64ae2d8b,Etsy,Electronics,3,1,"Overall, I met expectations..",2024-01-08
1092d42b-9439-472a-b03c-f982e6a78591,Amazon,Toys & Games,1,0,"Honestly, I unhappy with the purchase. The help was bad. The premium was bad..",2025-01-07
22021031-2058-4a44-addd-4cd7c2d82a13,Walmart,Sports & Outdoors,5,1,"To be fair, I top-notch quality. The defect was great..",2024-02-17
2b04f744-bce3-463a-ad51-65a7a098bf19,Walmart,Sports & Outdoors,3,1,"In summary, I average quality.?",2024-11-11
9ce5c37a-01b0-44a3-a428-d669bb293dc7,Etsy,Toys & Games,3,0,"From my experience, I average quality. The premium was fine.!!",2024-02-20
c6f42abf-c834-4fe8-a9e0-0150662ad6ec,Newegg,Automotive,1,0,"Honestly, I very disappointed. The easy was bad..",2024-03-16
1cffebea-4027-4548-bc01-545fdcf67879,Walmart,Pet Supplies,2,0,"To be fair, I unhappy with the purchase. The easy was bad..",2024-03-28
a927e6f7-01f6-4474-a577-b16719a09a12,Walmart,Beauty,3,1,"After a month of use, I decent overall..",2024-11-05
eaf6b096-3c95-4fdc-bedc-9ec2ff6b9424,BestBuy,Apparel,3,0,"After using it for a week, I as expected. The worth was fine..",2023-04-06
72220eb7-8fca-48cc-96d5-1985cc99cf2d,Etsy,Beauty,1,0,"In summary, I arrived late. The shipping was bad. The build was bad.!",2023-02-17
0acc31c8-fad5-44ef-8237-74557d11f7b6,Target,Beauty,3,0,"To be fair, I okay for the price.?",2025-06-26
4408fef4-6d06-4158-910f-caefd9bf4886,Yelp,Pet Supplies,3,0,"To be fair, I met expectations. The agent was fine..",2023-06-01
14f82d33-8336-4470-94a8-9b5290ae1f15,Newegg,Electronics,3,0,"In summary, I okay for the price. The cheap was fine. The shipping was fine..",2023-02-21
b56109ed-19fc-444f-8e6b-6dfd4423fcd9,Yelp,Automotive,3,0,"In summary, I okay for the price. The confusing was fine..",2024-11-14
86819d01-459b-43a3-b42c-58e91794e734,Walmart,Automotive,3,1,"From my experience, I acceptable. The cheap was fine.?",2025-04-30
399a03e6-9439-41a7-beb6-5938dbe11682,Target,Automotive,1,0,"In summary, I confusing instructions..",2024-04-05
cf312bbb-e730-41fc-bb8d-e5b3b1da0d87,Newegg,Sports & Outdoors,3,0,"Honestly, I nothing special. The packaging was fine..",2024-10-03
66a4197c-a76a-4587-9546-52ee29a74e06,BestBuy,Beauty,3,1,"Overall, I decent overall.!!",2023-08-29
9a0ce235-0147-4012-8980-17a90ba39476,BestBuy,Sports & Outdoors,3,1,"In summary, I acceptable. The premium was fine. The price was fine..",2023-08-25
ac002f4e-7fbd-4d9e-b548-fd71b1162df8,Etsy,Toys & Games,2,0,"After using it for a week, I poor quality..",2023-03-07
574d7936-4c5c-4532-a162-3ed20ae03766,Target,Toys & Games,3,1,"To be fair, I acceptable. The instructions was fine.?",2023-03-05
528ab0ec-e32f-472e-a8d3-918ea7177505,Newegg,Beauty,3,1,"After a month of use, I met expectations. The confusing was fine.!",2025-05-27
9bf04426-93e2-4ba6-a527-74f95a2bf0f8,Target,Pet Supplies,3,1,"Honestly, I decent overall. The setup was fine.!!",2025-02-10
0969b652-e421-4e98-8a10-27b58aae569b,Newegg,Toys & Games,3,1,"After using it for a week, I met expectations. The premium was fine..",2024-05-14
098797f3-e9ea-4f29-b00d-252b343610cd,BestBuy,Beauty,3,1,"Overall, I met expectations. The agent was fine.?",2023-12-11
208b3061-4eb8-4c45-8fe0-2b4043eb2b87,Etsy,Toys & Games,3,1,"In summary, I average quality. The confusing was fine.!",2025-07-17
ec8d495b-b015-4ec8-bd16-75233aaad5cd,Walmart,Toys & Games,3,1,"Overall, I does what it says.?",2023-05-19
0f309e22-0d73-4390-b729-efee648058db,Yelp,Grocery,3,0,"To be fair, I does what it says. The help was fine..",2023-08-05
87a53fbb-52c7-45a1-87a5-edf28ff7905e,BestBuy,Grocery,3,0,"After a month of use, I acceptable. The confusing was fine. The help was fine.?",2023-09-16
a860639e-c25c-4cdb-9c30-c156e8e1fbf1,Target,Apparel,2,0,"After using it for a week, I very disappointed.!",2023-12-25
b08c96af-dbe6-4b58-a881-7ccfa7c6b873,Etsy,Beauty,3,0,"Overall, I okay for the price. The responsive was fine.!",2025-08-30
6371fcda-9947-476e-99ca-12f759c87c9d,Yelp,Beauty,4,1,"From my experience, I solid performance. The quality was great..",2023-09-02
2b3d3ee7-657c-46f9-a757-fbcd4d325bf6,Target,Home & Kitchen,3,0,"To be fair, I okay for the price. The value was fine. The install was fine.!!",2025-02-24
cc6e3f8c-75b5-4233-af34-ec96c1319450,Yelp,Books,3,0,"Honestly, I okay for the price. The cost was fine..",2024-08-15
5d9338a6-af3c-4e00-9fc4-07d3d78c7678,BestBuy,Electronics,3,0,"After using it for a week, I met expectations. The confusing was fine..",2023-03-19
73b6b3c5-9bee-4349-87d4-614b31f1c3ac,Etsy,Pet Supplies,1,0,"Overall, I overpriced. The packaging was bad. The cost was bad.!!",2025-05-20
d220feb9-c652-47ef-b2fc-b3e5a721bfaf,Newegg,Pet Supplies,1,0,"After a month of use, I stopped working.!",2023-12-22
55e2a2f9-0b2c-4b89-8fd2-4c4968f739aa,Target,Automotive,2,0,"Overall, I unhappy with the purchase. The arrived was bad..",2023-01-13
cb717e84-e031-448a-8275-e66fd8feb482,Newegg,Toys & Games,5,1,"To be fair, I five stars. The delivery was great..",2024-10-12
1be859be-5bab-4c0c-b079-d31ab4e48ef2,Etsy,Grocery,3,1,"After using it for a week, I average quality. The late was fine. The build was fine.!!",2024-09-22
8f07a965-a319-478c-bdb3-283b562b3867,Newegg,Automotive,3,0,"To be fair, I decent overall. The flimsy was fine.!!",2023-11-27
94ca5b4e-40d5-433d-8648-784bc58162a0,Newegg,Beauty,2,0,"Overall, I confusing instructions.!!",2025-06-21
c7c7c174-ce5b-42f1-a182-08ee2f48756a,Yelp,Grocery,3,0,"After using it for a week, I decent overall. The rude was fine. The value was fine.?",2023-12-11
ff28b4e0-0e5b-4a8a-a8cf-7b1a631d08f0,Target,Electronics,1,0,"In summary, I overpriced. The arrived was bad..",2023-08-06
a603559f-8dbf-42b9-ad80-9ecb9d681c01,Newegg,Books,3,0,"Honestly, I works fine. The help was fine.!!",2024-07-23
980d2668-e848-4c54-93cc-fa942f2d60ec,Walmart,Electronics,3,1,"Overall, I nothing special..",2025-01-07
8a34ea55-1386-4ae2-890a-dd775be747d1,Target,Toys & Games,2,0,"After using it for a week, I cheaply made. The shipping was bad..",2024-10-23
56bb3a21-99a3-4eb5-972c-d20b87284d6d,Target,Grocery,1,0,"Overall, I no support. The price was bad.!!",2023-08-15
e0297715-2987-4221-a6d2-c41c31414841,Etsy,Toys & Games,3,0,"Honestly, I nothing special..",2024-04-29
13f7c834-ad75-463e-834b-600b760b52d4,Walmart,Automotive,3,0,"After using it for a week, I acceptable. The cheap was fine..",2023-12-27
0be61174-a10e-4b97-9721-b1102b2c7437,BestBuy,Grocery,3,0,"Honestly, I works fine..",2023-05-04
a028f67b-f3ce-41b2-a134-ce94677341c5,BestBuy,Beauty,3,1,"After using it for a week, I okay for the price..",2023-07-16
5fd9385f-42bb-450c-bb66-3372e22800e5,Etsy,Beauty,3,1,"After using it for a week, I decent overall. The arrived was fine.!!",2023-04-13
a060258e-e016-4497-987a-108702776916,BestBuy,Beauty,3,0,"In summary, I nothing special. The easy was fine.!!",2023-01-15
553954b4-fa77-4080-a891-e6cf7d0c2251,Yelp,Automotive,3,1,"From my experience, I works fine. The setup was fine. The price was fine.!!",2024-12-15
aba821d9-8d56-4335-8640-1b7bd28bea2b,Etsy,Home & Kitchen,3,1,"After a month of use, I decent overall. The delivery was fine.!",2024-08-10
8a23f08d-d04a-4c4b-991c-53411d93cb62,Target,Sports & Outdoors,1,0,"To be fair, I terrible experience..",2023-07-08
aa0b6c8f-7095-4e40-ad6a-364a43b34ede,BestBuy,Electronics,3,0,"To be fair, I decent overall. The price was fine. The setup was fine..",2023-03-17
cb80fbc4-8b04-4b5a-9020-7e83a0e8b7ea,Etsy,Pet Supplies,3,0,"In summary, I does what it says. The install was fine.!!",2023-03-29
03763e8f-60da-4f21-87ce-43b2dea5f5bc,Amazon,Beauty,3,1,"From my experience, I as expected. The late was fine..",2025-03-05
72bb51a9-2cae-4842-aea6-ed3f9cc2e0cf,Target,Automotive,3,0,"Honestly, I decent overall. The late was fine.?",2023-11-09
8036b3c6-0121-4999-8c18-6f2b04aac9d4,Walmart,Pet Supplies,3,1,"Overall, I does what it says. The rude was fine. The worth was fine..",2024-10-02
9b1325c0-66ee-46bb-9327-920921c1d58c,BestBuy,Beauty,3,0,"In summary, I okay for the price. The shipping was fine..",2024-07-19
f6d66bf2-b1c8-45d7-94cd-e613fc7d6aea,Yelp,Apparel,3,0,"To be fair, I does what it says. The confusing was fine..",2023-10-26
c75649ab-69ca-427b-9f05-1211655c1c01,Yelp,Electronics,2,0,"After using it for a week, I arrived late.!!",2024-12-20
35c1dee8-2bae-45ad-9529-21c1e8d3d42f,Amazon,Grocery,3,1,"After a month of use, I nothing special. The durable was fine..",2024-03-11
cc0656c6-c21d-4797-8ba3-c3ad45690df7,Walmart,Apparel,2,0,"After using it for a week, I waste of money..",2025-07-19
c00bd08c-6c96-4339-88ec-e97f5c9f8925,Newegg,Sports & Outdoors,3,0,"In summary, I average quality. The quality was fine. The setup was fine.!!",2024-09-01
21ad64c3-760f-4b38-9b36-da7f2c6395d1,BestBuy,Pet Supplies,3,0,"To be fair, I decent overall. The delivery was fine.!!",2024-12-17
eadbb8c2-2fe1-431d-8d65-b84cef0d466e,BestBuy,Toys & Games,3,0,"To be fair, I as expected. The instructions was fine..",2023-03-24
fa04cfdb-0dde-45b9-b664-400ad6401936,Amazon,Pet Supplies,3,1,"Honestly, I met expectations. The defect was fine.!!",2023-01-27
9191fb1e-c81a-4c92-a88a-5abbae9e6b46,Yelp,Apparel,3,1,"From my experience, I does what it says. The worth was fine. The durable was fine.!",2025-02-20
7f8e3ce0-170a-4bb9-82de-f02d90aa3f63,Target,Home & Kitchen,3,0,"To be fair, I as expected. The manual was fine.!!",2023-07-05
478fdfd3-68f8-498b-a66c-21c75d0b2ce3,Target,Pet Supplies,3,0,"To be fair, I decent overall. The setup was fine..",2024-02-23
f38a971a-d0a3-4ed3-961b-6922bcf32b53,BestBuy,Books,3,1,"Honestly, I okay for the price. The install was fine.?",2024-12-11
9d26b28e-00e9-46f3-8a78-2593734c9e8d,BestBuy,Grocery,3,0,"To be fair, I met expectations. The value was fine. The quality was fine..",2023-11-19
3f3c5fd0-274b-486c-8b0e-6d0629d156d3,BestBuy,Sports & Outdoors,1,0,"After a month of use, I stopped working. The flimsy was bad.!",2024-11-04
e2748bb9-b322-4cc4-8b55-7f66ee76dff2,Target,Automotive,3,0,"In summary, I met expectations. The support was fine..",2024-09-29
d3270217-3ae4-41eb-a49a-a3352da79153,Etsy,Grocery,3,1,"After a month of use, I decent overall.!",2023-07-28
a9ae4dc6-3107-4a21-9b9a-c46d04d52600,Walmart,Sports & Outdoors,3,1,"To be fair, I average quality. The easy was fine..",2023-05-05
21ebf6ee-3492-4adf-8625-f3494a8044bb,Etsy,Electronics,3,0,"In summary, I nothing special. The manual was fine.!!",2024-07-18
3e02f969-5a9b-4dd3-86e1-a0d07f420f80,Walmart,Electronics,3,1,"Overall, I met expectations..",2025-05-11
32248a41-dd66-413e-b0c5-083341d2afb4,Target,Apparel,1,0,"After using it for a week, I stopped working..",2024-05-25
b5bbd660-87d5-4c42-9095-949ef0e2ed3b,Walmart,Sports & Outdoors,4,1,"Honestly, I fantastic buy.?",2025-05-04
e30cadae-558f-4a6e-97a6-6dfdfcb8fbe2,Target,Grocery,3,0,"From my experience, I nothing special. The flimsy was fine..",2024-01-28
9ce0109e-9c2f-460d-bd09-11d3983eee52,Walmart,Beauty,5,1,"After a month of use, I exceeded expectations. The manual was great. The service was great..",2023-10-10
1f8e58c8-9067-4542-aacb-f6a88eaaccc4,BestBuy,Toys & Games,3,0,"Honestly, I as expected. The help was fine. The price was fine.!!",2025-05-07
b3ab335e-3eb9-4224-9286-2d934ef4d5d0,Walmart,Pet Supplies,3,0,"After a month of use, I decent overall..",2024-04-02
e78c3955-4b84-4e5c-ba85-bef1a1f69bc4,Target,Automotive,3,0,"From my experience, I acceptable. The durable was fine.?",2024-04-11
63e765cc-d58d-4e97-b260-cd40cf0ad480,Newegg,Books,3,1,"After using it for a week, I nothing special..",2024-08-08
d88d98f4-baaa-4b56-bcdd-748d60a771c4,Yelp,Toys & Games,3,0,"Honestly, I met expectations. The setup was fine..",2024-12-23
17ccf91e-28c8-4be1-9288-e0562e6c73be,Target,Toys & Games,4,1,"In summary, I does the job well. The worth was great..",2023-02-07
77eda8ef-b144-4528-b98a-b5338ba2a0b4,Walmart,Home & Kitchen,2,0,"Honestly, I doesn't work..",2025-06-14
dcd8df3a-cedd-4e2a-a8ee-501de2987455,Amazon,Grocery,3,0,"Overall, I as expected. The confusing was fine..",2024-02-24
85677661-0575-4a76-83ab-c0b1882efc96,Amazon,Home & Kitchen,1,0,"After a month of use, I terrible experience.!!",2023-12-13
d1611c39-3831-4633-905b-daa1ea9fe4fd,Etsy,Pet Supplies,4,1,"Overall, I super easy to use. The defect was great..",2025-05-22
244b4bfc-a275-4ba9-acd7-720b48ea18c9,Target,Automotive,3,1,"After using it for a week, I acceptable. The defect was fine..",2025-06-12
500ad584-6e2d-4d5f-9e73-7f06378584d7,Amazon,Automotive,2,0,"In summary, I doesn't work. The quality was bad.!!",2023-08-21
f3b59235-f8da-4b73-a00a-d52d0e2957a6,Target,Apparel,3,1,"After using it for a week, I okay for the price. The worth was fine..",2024-03-30
c971b631-5129-41e2-b89e-59549c55aea2,Etsy,Home & Kitchen,3,1,"Honestly, I works fine. The delivery was fine. The setup was fine.!",2023-10-28
3e947861-3666-4262-8ba4-d52bf621847a,BestBuy,Books,5,1,"From my experience, I super easy to use. The install was great. The service was great.?",2024-08-02
64b84d0f-f119-4baf-a4a3-9eb233d3f2fc,Yelp,Home & Kitchen,2,0,"After a month of use, I poor quality. The price was bad. The courier was bad.?",2024-09-26
722f7562-430b-4c30-af07-228b9814cd46,Target,Beauty,3,1,"To be fair, I average quality. The install was fine.!!",2024-04-15
98add135-defc-408b-9163-c19c194c325d,Etsy,Sports & Outdoors,3,0,"Honestly, I does what it says. The late was fine..",2023-03-17
a703b6c9-2fcf-4c95-a7be-04d3bc705297,BestBuy,Grocery,3,0,"After using it for a week, I works fine. The manual was fine. The late was fine.!!",2024-04-12
51197956-caa1-4d19-96c7-ab77efee8194,Yelp,Sports & Outdoors,3,1,"In summary, I met expectations. The agent was fine. The setup was fine.?",2024-08-08
504259de-bca0-4889-ac01-259f0a0f0cca,Walmart,Books,3,1,"Honestly, I works fine. The responsive was fine.!",2025-04-29
5f17f085-6ae0-4fa5-b707-35352505eaba,BestBuy,Toys & Games,3,0,"After a month of use, I does what it says. The courier was fine. The manual was fine.!",2025-07-21
3516852c-f549-4518-932d-688c15495ed6,Etsy,Pet Supplies,3,1,"From my experience, I decent overall. The arrived was fine. The service was fine..",2023-08-13
24cfe619-51dc-439c-9b4d-0461178ef66d,Walmart,Beauty,3,1,"After a month of use, I works fine. The manual was fine..",2024-10-05
ab89bf40-8329-4b7a-97d5-e729f3c82631,Etsy,Apparel,2,0,"Honestly, I unhappy with the purchase. The price was bad..",2023-02-04
69cda6b3-b43a-4d16-a34e-ebefb06ed2b4,BestBuy,Pet Supplies,3,1,"Honestly, I average quality. The delivery was fine..",2025-02-04
bc59c834-c0c7-4b04-a226-781772f89a57,Yelp,Toys & Games,3,0,"In summary, I nothing special..",2024-06-27
71e4e7ba-36e7-41a8-900d-9b4b413ffd95,BestBuy,Automotive,1,0,"After a month of use, I overpriced. The service was bad. The durable was bad..",2025-04-05
562ab4b1-7a56-4c5c-a266-c7373f9b1510,Etsy,Sports & Outdoors,3,0,"To be fair, I acceptable. The setup was fine..",2023-05-25
7db52007-8f2e-41e1-b599-48326bf6a501,Newegg,Beauty,3,0,"After a month of use, I met expectations..",2023-04-03
14fad5a6-4db0-4591-a598-73fb5ef85819,Amazon,Toys & Games,3,0,"From my experience, I works fine..",2024-04-10
7002c5b7-553b-4320-a3cf-ea935b5c5302,Etsy,Books,3,0,"From my experience, I works fine.?",2025-04-22
55e49dd7-eb14-42bf-9ebd-3691075929ad,Amazon,Books,3,1,"Overall, I nothing special. The flimsy was fine..",2025-07-26
1c655083-0af0-4ddc-b465-de3a9f15d260,Yelp,Pet Supplies,3,1,"After a month of use, I okay for the price. The manual was fine..",2025-07-20
b8cf8248-6f1a-4acc-911b-9076608aae58,Etsy,Sports & Outdoors,3,0,"Overall, I met expectations. The support was fine. The shipping was fine.!",2023-11-08
0a20e636-9e69-492b-89d2-2e4f2272228c,Amazon,Grocery,2,0,"From my experience, I stopped working. The build was bad..",2024-02-02
695fd972-0bb8-47b5-8f10-0e77896dffee,BestBuy,Grocery,3,0,"From my experience, I as expected. The late was fine..",2025-06-25
01a4db9d-f24d-4d27-9464-1d9b56bc059e,Etsy,Toys & Games,3,0,"After a month of use, I okay for the price..",2024-09-22
db3fcbfc-4c37-4c2f-8e53-4ddaca990a70,BestBuy,Toys & Games,3,0,"Honestly, I does what it says. The responsive was fine..",2024-03-30
